SETTLEMENTDATE,NSW1,QLD1,SA1,TAS1,VIC1
2017-06-01 00:30:00,8572.87,5475.28,1600.75,1107.02,5310.48
2017-06-01 01:00:00,8371.16,5385.01,1520.4,1087.24,5079.69
2017-06-01 01:30:00,8130.71,5259.66,1410.73,1092.5,4892.63
2017-06-01 02:00:00,7955.09,5177.94,1308.79,1062.28,4705.56
2017-06-01 02:30:00,7593.76,5133.65,1267.52,1021.93,4540.4
2017-06-01 03:00:00,7344.15,5095.52,1220.88,1011.36,4436.18
2017-06-01 03:30:00,7148.16,5111.89,1208.84,1031.47,4347.12
2017-06-01 04:00:00,7067.28,5136.84,1178.09,1035.64,4368.87
2017-06-01 04:30:00,7038.55,5217.82,1152.97,1040.81,4413.39
2017-06-01 05:00:00,7169.65,5339.63,1147.05,1058.0,4476.57
2017-06-01 05:30:00,7565.74,5615.03,1177.78,1088.76,4601.05
2017-06-01 06:00:00,8011.63,5846.36,1247.41,1139.67,4885.78
2017-06-01 06:30:00,8857.61,6267.8,1319.25,1218.43,5375.46
2017-06-01 07:00:00,9631.42,6607.19,1485.24,1332.09,5886.43
2017-06-01 07:30:00,10091.15,6949.66,1648.29,1439.02,6183.68
2017-06-01 08:00:00,10427.01,6869.43,1808.79,1517.91,6507.95
2017-06-01 08:30:00,10276.36,6623.89,1902.74,1389.63,6571.63
2017-06-01 09:00:00,9926.04,6424.07,1884.04,1390.38,6584.95
2017-06-01 09:30:00,9758.9,6255.94,1811.63,1393.17,6589.94
2017-06-01 10:00:00,9540.28,6076.74,1739.08,1353.67,6503.65
2017-06-01 10:30:00,9323.49,5943.1,1626.47,1312.4,6404.76
2017-06-01 11:00:00,9083.89,5808.03,1535.54,1274.43,6246.65
2017-06-01 11:30:00,8864.3,5742.47,1429.88,1246.44,6216.26
2017-06-01 12:00:00,8700.42,5728.86,1380.31,1237.51,6115.08
2017-06-01 12:30:00,8591.27,5705.79,1355.62,1224.98,6092.36
2017-06-01 13:00:00,8539.26,5702.33,1335.85,1204.27,6032.47
2017-06-01 13:30:00,8491.18,5769.26,1322.37,1206.92,6091.03
2017-06-01 14:00:00,8470.89,5851.41,1341.6,1192.1,6104.06
2017-06-01 14:30:00,8483.58,5967.76,1334.49,1208.81,6091.66
2017-06-01 15:00:00,8543.67,6020.5,1363.35,1208.51,6035.64
2017-06-01 15:30:00,8668.69,6139.99,1376.44,1231.37,6079.68
2017-06-01 16:00:00,8930.52,6338.44,1423.71,1257.05,6148.77
2017-06-01 16:30:00,9218.9,6549.13,1491.15,1294.66,6249.07
2017-06-01 17:00:00,9735.82,6833.08,1610.06,1346.98,6482.45
2017-06-01 17:30:00,10498.94,7096.5,1749.15,1430.52,6758.44
2017-06-01 18:00:00,11074.79,7322.99,1947.23,1466.07,7020.45
2017-06-01 18:30:00,11126.74,7378.95,2149.25,1461.72,7011.71
2017-06-01 19:00:00,11072.95,7431.81,2192.11,1464.5,6884.1
2017-06-01 19:30:00,10869.6,7309.9,2195.87,1440.25,6730.58
2017-06-01 20:00:00,10684.24,7235.68,2184.05,1401.56,6590.41
2017-06-01 20:30:00,10489.53,7188.64,2147.82,1414.24,6413.93
2017-06-01 21:00:00,10243.21,6968.92,2075.61,1363.3,6315.49
2017-06-01 21:30:00,9960.21,6745.38,2026.66,1340.26,6063.07
2017-06-01 22:00:00,9555.35,6513.14,1929.95,1309.06,5846.9
2017-06-01 22:30:00,9424.86,6358.9,1814.13,1257.18,5607.19
2017-06-01 23:00:00,9040.25,6262.42,1699.01,1209.59,5411.38
2017-06-01 23:30:00,8905.68,6045.7,1619.28,1161.83,5596.98
2017-06-02 00:00:00,8725.67,5732.29,1796.05,1121.12,5546.6
2017-06-02 00:30:00,8489.04,5512.46,1675.34,1128.56,5269.56
2017-06-02 01:00:00,8306.05,5392.04,1585.15,1123.82,5075.9
2017-06-02 01:30:00,8108.23,5270.98,1465.97,1113.26,4920.91
2017-06-02 02:00:00,7898.51,5170.32,1350.77,1078.44,4705.66
2017-06-02 02:30:00,7538.95,5156.51,1275.89,1052.98,4557.59
2017-06-02 03:00:00,7272.18,5154.22,1242.02,1068.32,4459.63
2017-06-02 03:30:00,7059.36,5134.68,1207.56,1065.9,4387.37
2017-06-02 04:00:00,6979.48,5153.34,1191.5,1060.85,4352.13
2017-06-02 04:30:00,6986.6,5226.43,1197.7,1080.69,4378.7
2017-06-02 05:00:00,7102.93,5367.36,1212.35,1106.61,4416.31
2017-06-02 05:30:00,7548.69,5637.63,1218.96,1143.82,4627.43
2017-06-02 06:00:00,8002.41,5908.07,1281.2,1210.77,4923.26
2017-06-02 06:30:00,8845.49,6322.48,1392.47,1264.28,5304.0
2017-06-02 07:00:00,9584.21,6703.78,1537.22,1325.61,5832.98
2017-06-02 07:30:00,10070.1,7055.53,1695.76,1433.28,6159.27
2017-06-02 08:00:00,10326.69,6997.64,1852.77,1504.98,6478.69
2017-06-02 08:30:00,10234.13,6784.47,1963.57,1503.24,6609.6
2017-06-02 09:00:00,9905.47,6519.26,1931.66,1496.76,6477.96
2017-06-02 09:30:00,9699.72,6339.87,1838.96,1400.67,6520.38
2017-06-02 10:00:00,9514.21,6176.17,1754.24,1341.64,6377.27
2017-06-02 10:30:00,9254.49,6029.33,1637.9,1351.75,6229.51
2017-06-02 11:00:00,9053.47,5889.68,1544.57,1323.79,6084.65
2017-06-02 11:30:00,8902.24,5794.55,1439.66,1293.54,5930.04
2017-06-02 12:00:00,8816.64,5769.72,1398.88,1286.21,5864.85
2017-06-02 12:30:00,8693.43,5765.64,1365.61,1240.39,5849.57
2017-06-02 13:00:00,8593.2,5795.59,1345.79,1213.5,5781.06
2017-06-02 13:30:00,8601.43,5821.91,1315.73,1182.05,5805.56
2017-06-02 14:00:00,8579.48,5887.03,1308.09,1154.61,5834.87
2017-06-02 14:30:00,8600.17,5984.73,1302.17,1161.5,5852.45
2017-06-02 15:00:00,8629.63,6059.13,1318.46,1169.98,5853.67
2017-06-02 15:30:00,8636.39,6186.05,1347.38,1186.14,5863.51
2017-06-02 16:00:00,8873.65,6360.77,1387.28,1211.39,5944.51
2017-06-02 16:30:00,9251.4,6560.34,1466.2,1310.52,6103.03
2017-06-02 17:00:00,9784.06,6787.04,1575.8,1359.51,6323.47
2017-06-02 17:30:00,10323.78,6971.97,1707.63,1421.09,6528.17
2017-06-02 18:00:00,10714.7,7117.83,1903.28,1445.86,6753.36
2017-06-02 18:30:00,10601.54,7121.04,2066.8,1443.36,6697.55
2017-06-02 19:00:00,10410.15,7084.74,2103.64,1423.25,6594.98
2017-06-02 19:30:00,10155.75,7004.12,2102.53,1386.48,6351.98
2017-06-02 20:00:00,9945.66,6937.28,2072.89,1356.87,6284.88
2017-06-02 20:30:00,9850.07,6898.24,2028.56,1353.09,6145.4
2017-06-02 21:00:00,9625.61,6762.36,1987.14,1328.22,6014.0
2017-06-02 21:30:00,9407.49,6621.38,1961.02,1296.35,5823.64
2017-06-02 22:00:00,9200.24,6423.31,1900.51,1210.7,5576.06
2017-06-02 22:30:00,9132.27,6297.67,1831.48,1156.52,5425.02
2017-06-02 23:00:00,8858.75,6234.47,1725.29,1108.6,5298.85
2017-06-02 23:30:00,8776.27,6018.69,1652.82,1066.47,5517.76
2017-06-03 00:00:00,8576.16,5687.6,1818.79,1067.73,5496.78
2017-06-03 00:30:00,8422.39,5525.77,1687.7,1069.21,5236.6
2017-06-03 01:00:00,8165.87,5368.36,1570.25,1063.62,5041.35
2017-06-03 01:30:00,7932.13,5265.97,1451.4,1051.58,4830.14
2017-06-03 02:00:00,7681.38,5178.4,1353.01,1061.23,4600.63
2017-06-03 02:30:00,7368.59,5134.94,1312.49,1054.21,4477.21
2017-06-03 03:00:00,7106.8,5102.64,1256.51,1055.55,4427.93
2017-06-03 03:30:00,6886.0,5106.76,1227.56,1058.65,4286.42
2017-06-03 04:00:00,6736.88,5099.38,1194.36,1051.56,4214.7
2017-06-03 04:30:00,6723.49,5127.12,1159.15,1067.28,4215.63
2017-06-03 05:00:00,6758.98,5169.04,1156.55,1087.56,4230.87
2017-06-03 05:30:00,6912.87,5317.05,1160.75,1098.12,4307.63
2017-06-03 06:00:00,7083.06,5422.96,1183.55,1114.98,4399.2
2017-06-03 06:30:00,7364.37,5598.78,1224.05,1150.81,4585.15
2017-06-03 07:00:00,7731.38,5759.85,1297.88,1207.53,4807.16
2017-06-03 07:30:00,8103.26,5990.77,1369.24,1245.67,4893.29
2017-06-03 08:00:00,8579.51,6020.6,1449.21,1324.15,5134.42
2017-06-03 08:30:00,8841.96,6048.88,1566.55,1336.76,5366.27
2017-06-03 09:00:00,8856.3,6041.3,1606.05,1337.13,5454.89
2017-06-03 09:30:00,8879.89,5896.23,1603.61,1345.83,5488.66
2017-06-03 10:00:00,8665.9,5720.86,1511.73,1328.51,5399.95
2017-06-03 10:30:00,8527.63,5610.57,1396.92,1293.17,5298.26
2017-06-03 11:00:00,8288.75,5441.33,1311.77,1232.0,5213.42
2017-06-03 11:30:00,8103.17,5350.82,1212.73,1236.08,5106.37
2017-06-03 12:00:00,8010.21,5300.15,1173.23,1226.2,4983.25
2017-06-03 12:30:00,7949.2,5232.14,1140.16,1181.75,4907.63
2017-06-03 13:00:00,7965.75,5264.15,1081.97,1164.3,4831.72
2017-06-03 13:30:00,8004.11,5279.48,1073.16,1173.97,4839.54
2017-06-03 14:00:00,7981.6,5298.25,1065.14,1159.45,4845.99
2017-06-03 14:30:00,7962.1,5387.88,1062.77,1163.19,4815.02
2017-06-03 15:00:00,7998.86,5505.24,1102.99,1172.53,4860.96
2017-06-03 15:30:00,8150.86,5641.28,1156.63,1179.76,4892.25
2017-06-03 16:00:00,8407.01,5844.87,1208.57,1200.39,5054.26
2017-06-03 16:30:00,8622.34,6078.73,1304.22,1225.14,5195.87
2017-06-03 17:00:00,9098.78,6328.91,1418.64,1292.92,5449.02
2017-06-03 17:30:00,9555.05,6697.76,1592.61,1368.28,5809.32
2017-06-03 18:00:00,9826.18,6845.09,1812.78,1406.39,6102.17
2017-06-03 18:30:00,9734.75,6790.82,1979.83,1394.73,6093.32
2017-06-03 19:00:00,9565.44,6798.11,2012.3,1376.36,5993.14
2017-06-03 19:30:00,9357.51,6642.26,1980.41,1352.26,5833.19
2017-06-03 20:00:00,9173.45,6587.76,1960.11,1333.93,5719.23
2017-06-03 20:30:00,9020.48,6516.26,1931.53,1318.41,5615.41
2017-06-03 21:00:00,8865.78,6348.05,1906.62,1301.49,5549.69
2017-06-03 21:30:00,8775.23,6234.69,1862.6,1273.71,5439.03
2017-06-03 22:00:00,8558.35,6130.76,1818.63,1272.73,5282.75
2017-06-03 22:30:00,8455.82,6003.49,1769.22,1242.28,5207.65
2017-06-03 23:00:00,8286.86,6010.59,1676.94,1197.86,5123.95
2017-06-03 23:30:00,8237.93,5826.43,1644.99,1157.73,5365.52
2017-06-04 00:00:00,8031.66,5567.05,1848.64,1120.19,5362.59
2017-06-04 00:30:00,7812.09,5394.72,1731.51,1107.71,5141.02
2017-06-04 01:00:00,7591.82,5270.38,1626.44,1096.94,4962.43
2017-06-04 01:30:00,7431.28,5133.96,1524.17,1075.56,4745.12
2017-06-04 02:00:00,7210.34,5051.77,1412.81,1072.52,4508.0
2017-06-04 02:30:00,6937.53,5001.83,1354.93,1069.05,4369.84
2017-06-04 03:00:00,6684.63,4991.33,1329.86,1058.21,4262.41
2017-06-04 03:30:00,6524.41,4976.82,1285.6,1054.9,4177.77
2017-06-04 04:00:00,6457.11,4991.24,1235.71,1026.12,4138.76
2017-06-04 04:30:00,6455.63,5000.58,1224.03,1027.16,4092.85
2017-06-04 05:00:00,6521.18,5045.72,1209.92,1040.68,4075.48
2017-06-04 05:30:00,6551.98,5116.05,1223.43,1047.17,4140.33
2017-06-04 06:00:00,6722.05,5199.29,1253.68,1062.31,4221.81
2017-06-04 06:30:00,6959.7,5304.99,1276.97,1087.46,4350.95
2017-06-04 07:00:00,7166.48,5434.85,1296.97,1117.3,4489.7
2017-06-04 07:30:00,7487.78,5610.08,1339.17,1159.47,4571.61
2017-06-04 08:00:00,7932.51,5640.8,1377.37,1204.48,4771.67
2017-06-04 08:30:00,8290.41,5663.51,1472.48,1230.12,5047.51
2017-06-04 09:00:00,8451.56,5626.76,1529.24,1254.79,5157.67
2017-06-04 09:30:00,8463.53,5603.41,1503.05,1295.3,5198.16
2017-06-04 10:00:00,8331.53,5508.76,1462.72,1276.57,5174.68
2017-06-04 10:30:00,8198.93,5386.0,1371.25,1271.49,5140.34
2017-06-04 11:00:00,7978.82,5291.88,1293.63,1288.02,4980.9
2017-06-04 11:30:00,7813.14,5190.03,1208.55,1209.14,4818.91
2017-06-04 12:00:00,7712.16,5222.39,1160.92,1272.43,4702.35
2017-06-04 12:30:00,7602.35,5207.35,1132.88,1265.79,4643.84
2017-06-04 13:00:00,7548.34,5254.36,1125.07,1265.03,4569.28
2017-06-04 13:30:00,7524.57,5261.21,1114.83,1247.86,4561.89
2017-06-04 14:00:00,7498.03,5298.79,1135.08,1246.67,4551.73
2017-06-04 14:30:00,7547.84,5398.82,1146.29,1265.75,4552.93
2017-06-04 15:00:00,7599.64,5501.09,1196.75,1280.41,4548.24
2017-06-04 15:30:00,7721.27,5637.46,1237.73,1299.48,4653.26
2017-06-04 16:00:00,7998.33,5829.64,1288.61,1319.25,4821.82
2017-06-04 16:30:00,8304.56,6074.19,1376.73,1322.98,5093.28
2017-06-04 17:00:00,8842.51,6333.75,1516.14,1364.78,5423.59
2017-06-04 17:30:00,9453.12,6730.01,1701.25,1435.67,5780.68
2017-06-04 18:00:00,9934.9,6947.83,1929.68,1458.17,6204.2
2017-06-04 18:30:00,9949.14,6974.35,2094.76,1438.17,6251.33
2017-06-04 19:00:00,9839.22,6927.09,2106.37,1419.11,6139.39
2017-06-04 19:30:00,9623.3,6784.77,2085.28,1392.33,6016.6
2017-06-04 20:00:00,9418.73,6682.28,2025.64,1370.62,5912.65
2017-06-04 20:30:00,9315.24,6600.77,1979.49,1357.54,5819.43
2017-06-04 21:00:00,9142.82,6450.29,1925.8,1304.67,5682.48
2017-06-04 21:30:00,8956.73,6269.96,1855.35,1270.1,5533.73
2017-06-04 22:00:00,8704.07,6116.51,1774.73,1234.8,5299.66
2017-06-04 22:30:00,8550.57,6010.6,1704.75,1181.01,5083.68
2017-06-04 23:00:00,8238.97,5939.31,1606.91,1139.1,4945.98
2017-06-04 23:30:00,8106.73,5812.87,1534.98,1121.6,5215.37
2017-06-05 00:00:00,7865.59,5504.68,1736.8,1108.17,5196.41
2017-06-05 00:30:00,7684.23,5347.78,1618.35,1081.77,4972.29
2017-06-05 01:00:00,7519.38,5227.03,1561.6,1077.53,4783.23
2017-06-05 01:30:00,7390.96,5141.14,1455.13,1068.56,4613.94
2017-06-05 02:00:00,7234.57,5086.89,1367.83,1050.6,4430.12
2017-06-05 02:30:00,6966.86,5020.14,1324.45,1042.87,4292.54
2017-06-05 03:00:00,6782.65,5014.63,1288.45,1044.18,4178.81
2017-06-05 03:30:00,6655.71,5013.58,1253.71,1050.42,4120.29
2017-06-05 04:00:00,6586.09,5042.87,1214.76,1049.47,4106.9
2017-06-05 04:30:00,6645.09,5101.49,1198.11,1067.01,4105.56
2017-06-05 05:00:00,6790.71,5243.68,1195.34,1072.38,4194.25
2017-06-05 05:30:00,7199.06,5511.62,1224.82,1105.94,4414.72
2017-06-05 06:00:00,7699.88,5784.4,1296.64,1155.15,4692.74
2017-06-05 06:30:00,8519.69,6217.77,1371.31,1224.44,5177.96
2017-06-05 07:00:00,9246.99,6586.36,1498.01,1313.96,5669.59
2017-06-05 07:30:00,9772.28,6973.5,1669.69,1387.47,6054.88
2017-06-05 08:00:00,10074.27,6904.55,1835.91,1429.37,6422.74
2017-06-05 08:30:00,10005.19,6705.88,1909.13,1454.91,6561.41
2017-06-05 09:00:00,9810.81,6480.89,1898.77,1425.94,6525.89
2017-06-05 09:30:00,9657.75,6313.91,1847.64,1379.98,6513.25
2017-06-05 10:00:00,9387.78,6078.59,1805.19,1297.32,6407.29
2017-06-05 10:30:00,9187.48,5990.62,1739.85,1244.82,6273.06
2017-06-05 11:00:00,8974.74,5916.47,1608.64,1204.32,6151.48
2017-06-05 11:30:00,8767.75,5838.54,1504.62,1150.76,5942.68
2017-06-05 12:00:00,8584.6,5806.14,1421.03,1122.96,5847.21
2017-06-05 12:30:00,8512.79,5812.36,1413.89,1151.1,5834.74
2017-06-05 13:00:00,8400.1,5805.81,1387.84,1164.63,5754.74
2017-06-05 13:30:00,8378.91,5886.16,1359.51,1163.29,5744.13
2017-06-05 14:00:00,8383.06,5962.84,1373.92,1208.08,5807.19
2017-06-05 14:30:00,8343.52,6102.16,1362.57,1213.47,5799.61
2017-06-05 15:00:00,8418.43,6121.75,1340.0,1208.91,5763.59
2017-06-05 15:30:00,8514.74,6233.31,1345.88,1286.11,5694.06
2017-06-05 16:00:00,8705.91,6417.91,1368.63,1303.77,5761.89
2017-06-05 16:30:00,9009.6,6593.07,1445.47,1300.76,5983.96
2017-06-05 17:00:00,9581.0,6885.87,1559.5,1327.71,6264.57
2017-06-05 17:30:00,10322.71,7181.61,1715.02,1435.26,6465.84
2017-06-05 18:00:00,10796.5,7360.16,1882.23,1449.59,6660.38
2017-06-05 18:30:00,10856.51,7398.6,2003.62,1416.23,6644.1
2017-06-05 19:00:00,10752.84,7350.0,2025.41,1439.47,6512.25
2017-06-05 19:30:00,10524.2,7175.83,1997.45,1416.72,6302.06
2017-06-05 20:00:00,10323.99,7079.97,1966.08,1425.0,6098.77
2017-06-05 20:30:00,10153.54,6983.23,1923.55,1347.75,5815.68
2017-06-05 21:00:00,9946.14,6814.01,1843.31,1344.15,5640.34
2017-06-05 21:30:00,9594.26,6642.35,1770.33,1262.2,5437.27
2017-06-05 22:00:00,9278.92,6439.37,1687.29,1199.83,5160.75
2017-06-05 22:30:00,9152.52,6276.91,1586.82,1154.84,5008.65
2017-06-05 23:00:00,8816.94,6157.36,1490.75,1117.11,4889.37
2017-06-05 23:30:00,8633.93,5991.08,1445.66,1054.34,5061.72
2017-06-06 00:00:00,8567.67,5676.78,1625.44,1018.73,5007.53
2017-06-06 00:30:00,8366.95,5493.8,1546.96,1028.56,4809.42
2017-06-06 01:00:00,8117.26,5326.12,1461.87,1016.52,4641.76
2017-06-06 01:30:00,7927.73,5226.63,1382.91,1018.98,4467.96
2017-06-06 02:00:00,7714.77,5160.44,1307.0,1020.42,4273.31
2017-06-06 02:30:00,7406.22,5124.3,1267.01,1011.75,4078.93
2017-06-06 03:00:00,7138.62,5093.21,1220.16,1004.83,4006.96
2017-06-06 03:30:00,6911.28,5096.81,1203.5,1007.86,3965.57
2017-06-06 04:00:00,6817.42,5119.9,1164.52,1009.08,3927.34
2017-06-06 04:30:00,6862.38,5212.84,1169.84,1035.76,3966.13
2017-06-06 05:00:00,7032.07,5312.98,1187.06,1033.55,4070.68
2017-06-06 05:30:00,7388.46,5581.85,1187.1,1069.16,4287.42
2017-06-06 06:00:00,7840.89,5828.06,1236.02,1126.56,4505.18
2017-06-06 06:30:00,8716.75,6263.46,1305.91,1203.47,4973.28
2017-06-06 07:00:00,9515.45,6658.91,1459.98,1328.77,5517.99
2017-06-06 07:30:00,9941.14,7031.97,1601.25,1456.42,5863.73
2017-06-06 08:00:00,10246.27,6975.46,1755.09,1492.72,6173.78
2017-06-06 08:30:00,10178.37,6720.8,1830.14,1506.16,6321.97
2017-06-06 09:00:00,9836.14,6474.62,1806.28,1455.83,6220.94
2017-06-06 09:30:00,9640.98,6280.93,1757.45,1438.73,6287.51
2017-06-06 10:00:00,9445.0,6099.11,1672.06,1432.68,6116.21
2017-06-06 10:30:00,9139.06,5992.93,1574.35,1399.31,6080.91
2017-06-06 11:00:00,8921.5,5892.97,1461.36,1367.48,5943.44
2017-06-06 11:30:00,8794.09,5801.89,1430.83,1335.58,5792.0
2017-06-06 12:00:00,8788.91,5803.52,1436.29,1316.61,5727.57
2017-06-06 12:30:00,8765.19,5811.75,1415.69,1295.75,5755.49
2017-06-06 13:00:00,8832.56,5802.27,1400.04,1268.4,5731.16
2017-06-06 13:30:00,8809.66,5816.91,1410.94,1272.5,5690.96
2017-06-06 14:00:00,8901.07,5845.82,1425.75,1278.73,5811.42
2017-06-06 14:30:00,8954.06,5959.59,1412.46,1258.96,5822.31
2017-06-06 15:00:00,8945.18,6022.96,1405.99,1256.1,5809.66
2017-06-06 15:30:00,9008.62,6114.21,1427.33,1278.6,5850.64
2017-06-06 16:00:00,9357.43,6358.98,1469.28,1318.16,5960.08
2017-06-06 16:30:00,9658.96,6566.68,1522.47,1408.98,6112.2
2017-06-06 17:00:00,10166.71,6845.12,1631.24,1463.84,6386.3
2017-06-06 17:30:00,10820.23,7188.67,1756.9,1512.57,6649.37
2017-06-06 18:00:00,11398.53,7430.4,1952.46,1565.01,6948.09
2017-06-06 18:30:00,11372.05,7470.75,2111.48,1554.48,6920.14
2017-06-06 19:00:00,11331.66,7511.53,2130.82,1542.03,6840.91
2017-06-06 19:30:00,11133.61,7393.2,2100.85,1517.83,6696.91
2017-06-06 20:00:00,10946.17,7298.68,2061.81,1476.62,6553.88
2017-06-06 20:30:00,10734.36,7245.77,2042.47,1467.26,6397.34
2017-06-06 21:00:00,10505.19,7022.88,2026.86,1405.84,6174.94
2017-06-06 21:30:00,10182.83,6869.49,1945.32,1381.68,5932.69
2017-06-06 22:00:00,9766.45,6624.47,1875.21,1332.52,5655.05
2017-06-06 22:30:00,9576.44,6409.04,1798.05,1281.73,5343.2
2017-06-06 23:00:00,9148.96,6301.0,1702.1,1242.15,5154.49
2017-06-06 23:30:00,8903.73,6056.24,1633.88,1205.41,5324.31
