SETTLEMENTDATE,NSW1,QLD1,SA1,TAS1,VIC1
2017-06-25 00:00:00,8261.82,5561.53,1677.0,1100.24,5298.4
2017-06-25 00:30:00,8049.0,5360.72,1547.95,1076.02,5051.1
2017-06-25 01:00:00,7810.24,5255.28,1478.85,1055.26,4846.82
2017-06-25 01:30:00,7551.2,5114.67,1360.69,1039.46,4643.21
2017-06-25 02:00:00,7342.97,5051.79,1265.2,1024.08,4416.59
2017-06-25 02:30:00,7031.55,4955.01,1215.51,1021.82,4218.92
2017-06-25 03:00:00,6805.34,4966.98,1161.07,1017.07,4091.05
2017-06-25 03:30:00,6635.73,4931.15,1107.53,1031.03,4039.35
2017-06-25 04:00:00,6516.23,4929.83,1064.5,1021.77,3963.98
2017-06-25 04:30:00,6505.46,4965.07,1032.72,1024.76,3951.32
2017-06-25 05:00:00,6507.6,4992.46,1002.93,1023.91,3925.23
2017-06-25 05:30:00,6566.53,5099.64,1005.18,1042.67,3963.84
2017-06-25 06:00:00,6742.52,5164.96,1018.01,1054.31,4013.0
2017-06-25 06:30:00,7027.94,5238.76,1035.12,1066.17,4129.63
2017-06-25 07:00:00,7339.56,5360.28,1063.27,1119.6,4256.63
2017-06-25 07:30:00,7720.61,5570.68,1110.58,1152.55,4301.93
2017-06-25 08:00:00,8231.4,5641.19,1131.24,1189.46,4510.37
2017-06-25 08:30:00,8668.61,5686.02,1204.62,1236.82,4759.94
2017-06-25 09:00:00,8835.08,5657.61,1251.93,1282.99,4916.83
2017-06-25 09:30:00,8905.76,5635.23,1300.57,1321.91,5035.52
2017-06-25 10:00:00,8784.27,5542.84,1280.24,1329.48,5040.7
2017-06-25 10:30:00,8568.24,5416.67,1229.1,1290.92,5034.43
2017-06-25 11:00:00,8286.28,5299.42,1207.13,1266.92,4898.88
2017-06-25 11:30:00,8023.5,5192.75,1219.83,1257.07,4801.75
2017-06-25 12:00:00,7828.22,5121.6,1221.14,1252.28,4795.45
2017-06-25 12:30:00,7706.07,5090.15,1210.43,1228.86,4813.8
2017-06-25 13:00:00,7545.95,5087.18,1253.56,1211.26,4792.31
2017-06-25 13:30:00,7457.57,5075.37,1236.75,1221.0,4911.77
2017-06-25 14:00:00,7415.42,5164.56,1279.89,1203.16,4961.51
2017-06-25 14:30:00,7475.88,5244.21,1276.89,1202.09,4984.73
2017-06-25 15:00:00,7531.7,5313.31,1267.31,1188.45,4985.23
2017-06-25 15:30:00,7745.37,5464.69,1268.81,1197.41,5073.61
2017-06-25 16:00:00,7986.92,5636.67,1333.27,1222.48,5082.77
2017-06-25 16:30:00,8401.81,5909.3,1418.56,1264.4,5243.67
2017-06-25 17:00:00,8878.3,6187.39,1520.72,1319.24,5526.88
2017-06-25 17:30:00,9549.88,6482.71,1621.82,1395.32,5825.63
2017-06-25 18:00:00,10122.77,6736.26,1774.3,1421.41,6151.25
2017-06-25 18:30:00,10269.57,6780.62,1908.44,1423.86,6168.9
2017-06-25 19:00:00,10193.4,6756.28,1921.11,1410.2,6066.82
2017-06-25 19:30:00,9990.33,6624.1,1886.29,1387.03,5925.59
2017-06-25 20:00:00,9808.96,6488.81,1842.42,1360.15,5845.12
2017-06-25 20:30:00,9693.52,6450.11,1807.49,1343.55,5699.43
2017-06-25 21:00:00,9510.7,6288.81,1802.32,1304.85,5583.99
2017-06-25 21:30:00,9299.53,6168.44,1705.95,1260.56,5420.23
2017-06-25 22:00:00,9024.68,6040.02,1620.39,1226.26,5202.68
2017-06-25 22:30:00,8716.8,5994.52,1557.85,1179.91,5016.59
2017-06-25 23:00:00,8394.11,5880.49,1499.9,1136.28,4893.18
2017-06-25 23:30:00,8235.38,5750.1,1450.81,1106.56,5127.17
2017-06-26 00:00:00,7942.6,5497.47,1650.61,1080.4,5150.09
2017-06-26 00:30:00,7718.88,5337.08,1550.6,1081.85,4940.87
2017-06-26 01:00:00,7558.95,5202.46,1476.99,1077.51,4771.87
2017-06-26 01:30:00,7443.38,5064.29,1410.38,1083.4,4586.45
2017-06-26 02:00:00,7275.85,4991.87,1321.76,1067.26,4381.29
2017-06-26 02:30:00,7004.88,4949.8,1276.04,1068.07,4199.07
2017-06-26 03:00:00,6852.37,4926.35,1240.01,1066.76,4149.05
2017-06-26 03:30:00,6749.3,4943.17,1208.5,1071.74,4096.9
2017-06-26 04:00:00,6681.61,4929.03,1196.37,1076.46,4062.02
2017-06-26 04:30:00,6742.13,5036.2,1184.72,1111.88,4086.25
2017-06-26 05:00:00,6848.58,5147.57,1203.66,1130.56,4163.62
2017-06-26 05:30:00,7240.7,5380.66,1211.92,1161.36,4356.32
2017-06-26 06:00:00,7667.74,5663.94,1280.5,1188.63,4628.87
2017-06-26 06:30:00,8538.31,6012.24,1341.02,1259.82,5146.41
2017-06-26 07:00:00,9474.84,6313.61,1462.49,1392.16,5651.07
2017-06-26 07:30:00,10075.78,6591.44,1614.58,1523.33,6058.88
2017-06-26 08:00:00,10449.74,6593.35,1760.31,1587.43,6427.08
2017-06-26 08:30:00,10453.48,6478.72,1878.92,1596.44,6638.74
2017-06-26 09:00:00,10121.7,6313.52,1892.61,1539.11,6588.72
2017-06-26 09:30:00,9892.57,6243.97,1853.33,1516.36,6583.14
2017-06-26 10:00:00,9684.43,6060.03,1797.1,1421.31,6470.61
2017-06-26 10:30:00,9457.91,5984.87,1743.27,1378.23,6361.37
2017-06-26 11:00:00,9188.84,5873.73,1666.02,1341.49,6221.94
2017-06-26 11:30:00,8932.1,5570.01,1599.55,1348.18,6151.84
2017-06-26 12:00:00,8753.18,5365.69,1561.74,1330.66,6153.13
2017-06-26 12:30:00,8594.44,5369.36,1532.28,1327.8,6142.91
2017-06-26 13:00:00,8558.35,5787.13,1499.96,1332.71,6089.13
2017-06-26 13:30:00,8482.15,5829.04,1479.52,1343.22,6151.55
2017-06-26 14:00:00,8445.77,5925.03,1496.35,1353.79,6155.88
2017-06-26 14:30:00,8480.78,6028.86,1506.05,1349.78,6134.15
2017-06-26 15:00:00,8518.26,6116.22,1510.68,1344.36,6132.99
2017-06-26 15:30:00,8617.41,6219.21,1524.73,1356.14,6129.68
2017-06-26 16:00:00,8848.7,6376.63,1543.25,1372.16,6195.12
2017-06-26 16:30:00,9165.39,6561.48,1619.05,1423.11,6344.62
2017-06-26 17:00:00,9753.02,6779.43,1692.53,1493.64,6539.28
2017-06-26 17:30:00,10523.77,7042.84,1803.35,1563.21,6795.62
2017-06-26 18:00:00,11218.64,7224.39,1962.25,1607.07,7114.69
2017-06-26 18:30:00,11267.5,7213.04,2119.55,1621.9,7108.2
2017-06-26 19:00:00,11262.8,7201.45,2158.57,1613.02,6932.56
2017-06-26 19:30:00,11039.55,7054.06,2126.75,1582.27,6717.77
2017-06-26 20:00:00,10796.43,6971.95,2091.4,1551.55,6562.94
2017-06-26 20:30:00,10699.65,6860.31,2036.27,1532.73,6418.18
2017-06-26 21:00:00,10429.19,6641.24,1985.8,1496.75,6226.92
2017-06-26 21:30:00,10119.94,6485.72,1905.62,1449.92,6009.21
2017-06-26 22:00:00,9680.46,6267.11,1851.56,1389.79,5725.29
2017-06-26 22:30:00,9535.77,6197.79,1743.04,1362.16,5508.93
2017-06-26 23:00:00,9171.66,6129.86,1635.19,1310.64,5366.72
2017-06-26 23:30:00,8944.0,5961.71,1582.49,1257.65,5552.82
2017-06-27 00:00:00,8823.27,5635.59,1752.06,1229.6,5528.73
2017-06-27 00:30:00,8661.0,5428.77,1617.75,1213.93,5273.1
2017-06-27 01:00:00,8457.84,5268.98,1566.24,1193.53,5131.47
2017-06-27 01:30:00,8278.46,5133.0,1471.5,1186.56,4925.63
2017-06-27 02:00:00,8085.12,5012.24,1393.72,1175.09,4736.86
2017-06-27 02:30:00,7705.22,4971.79,1318.83,1171.22,4603.83
2017-06-27 03:00:00,7469.34,4938.87,1283.66,1161.3,4452.0
2017-06-27 03:30:00,7226.78,4969.71,1247.19,1167.97,4392.96
2017-06-27 04:00:00,7225.94,4985.23,1209.48,1179.53,4388.99
2017-06-27 04:30:00,7210.95,5084.1,1190.79,1189.95,4391.1
2017-06-27 05:00:00,7351.99,5189.07,1189.76,1209.27,4494.24
2017-06-27 05:30:00,7765.9,5402.62,1207.44,1256.6,4659.69
2017-06-27 06:00:00,8231.72,5664.89,1258.18,1308.5,4898.03
2017-06-27 06:30:00,9080.69,6064.24,1326.46,1391.88,5392.49
2017-06-27 07:00:00,9992.01,6337.83,1463.16,1499.01,5973.58
2017-06-27 07:30:00,10417.29,6618.9,1594.14,1617.53,6296.86
2017-06-27 08:00:00,10816.72,6584.21,1741.55,1694.86,6670.43
2017-06-27 08:30:00,10697.91,6606.25,1831.73,1708.65,6839.67
2017-06-27 09:00:00,10461.54,6614.8,1814.08,1676.36,6808.56
2017-06-27 09:30:00,10293.26,6513.19,1750.79,1654.06,6875.73
2017-06-27 10:00:00,10131.79,6389.49,1696.91,1603.2,6748.77
2017-06-27 10:30:00,9903.67,6289.4,1593.63,1553.67,6668.7
2017-06-27 11:00:00,9738.31,6166.71,1538.07,1510.04,6601.69
2017-06-27 11:30:00,9612.89,6145.48,1482.38,1488.22,6520.93
2017-06-27 12:00:00,9440.08,6068.76,1378.71,1483.99,6467.77
2017-06-27 12:30:00,9358.49,6097.15,1371.49,1460.09,6462.61
2017-06-27 13:00:00,9286.9,6122.04,1359.94,1430.53,6430.86
2017-06-27 13:30:00,9297.46,6189.0,1353.89,1414.92,6459.8
2017-06-27 14:00:00,9318.5,6204.46,1380.92,1400.88,6485.1
2017-06-27 14:30:00,9380.01,6197.68,1359.19,1407.46,6493.73
2017-06-27 15:00:00,9357.5,6283.19,1358.31,1405.34,6509.24
2017-06-27 15:30:00,9444.8,6355.55,1363.66,1420.97,6517.95
2017-06-27 16:00:00,9722.26,6441.72,1425.06,1455.43,6589.46
2017-06-27 16:30:00,9953.04,6567.24,1477.17,1501.58,6664.48
2017-06-27 17:00:00,10428.48,6794.39,1582.66,1540.72,6849.33
2017-06-27 17:30:00,11132.58,7082.99,1717.91,1584.81,7071.49
2017-06-27 18:00:00,11532.84,7241.96,1892.02,1612.82,7357.3
2017-06-27 18:30:00,11541.34,7215.71,2054.18,1631.26,7309.72
2017-06-27 19:00:00,11433.74,7203.73,2103.47,1603.37,7122.69
2017-06-27 19:30:00,11179.25,7033.11,2123.44,1586.97,6931.39
2017-06-27 20:00:00,10949.85,6938.44,2070.9,1559.67,6746.82
2017-06-27 20:30:00,10755.17,6838.01,2044.5,1537.16,6605.15
2017-06-27 21:00:00,10477.79,6599.33,1993.88,1518.14,6382.32
2017-06-27 21:30:00,10162.54,6484.58,1913.4,1452.62,6091.66
2017-06-27 22:00:00,9750.39,6309.15,1836.4,1390.16,5835.26
2017-06-27 22:30:00,9618.25,6173.05,1743.22,1325.85,5537.98
2017-06-27 23:00:00,9170.49,6068.8,1633.25,1261.94,5350.4
2017-06-27 23:30:00,8983.05,5915.71,1576.24,1221.83,5506.71
2017-06-28 00:00:00,8722.87,5638.95,1752.64,1186.01,5465.86
2017-06-28 00:30:00,8564.46,5421.83,1632.91,1158.52,5232.61
2017-06-28 01:00:00,8413.6,5279.91,1576.63,1137.76,5049.95
2017-06-28 01:30:00,8189.74,5114.84,1479.32,1125.0,4843.2
2017-06-28 02:00:00,7974.53,5058.63,1376.81,1112.24,4649.05
2017-06-28 02:30:00,7606.07,5044.63,1328.7,1121.88,4477.82
2017-06-28 03:00:00,7318.08,5038.02,1294.23,1118.38,4364.64
2017-06-28 03:30:00,7123.52,5012.98,1245.67,1120.64,4303.86
2017-06-28 04:00:00,6993.53,5039.64,1211.11,1122.28,4284.75
2017-06-28 04:30:00,7013.88,5131.03,1207.28,1131.23,4303.99
2017-06-28 05:00:00,7099.81,5224.27,1230.14,1143.1,4351.32
2017-06-28 05:30:00,7510.57,5433.02,1251.48,1175.52,4490.5
2017-06-28 06:00:00,7929.65,5692.52,1304.74,1232.18,4829.99
2017-06-28 06:30:00,8738.62,6040.66,1361.26,1342.73,5337.37
2017-06-28 07:00:00,9493.19,6291.76,1513.12,1443.08,5836.38
2017-06-28 07:30:00,9954.62,6584.46,1653.17,1560.45,6258.71
2017-06-28 08:00:00,10279.27,6588.24,1791.07,1631.39,6635.01
2017-06-28 08:30:00,10340.53,6514.81,1878.97,1638.78,6798.67
2017-06-28 09:00:00,10084.04,6438.68,1887.12,1601.01,6745.88
2017-06-28 09:30:00,9959.98,6322.57,1807.86,1588.38,6773.44
2017-06-28 10:00:00,9814.42,6160.4,1753.12,1521.25,6673.44
2017-06-28 10:30:00,9803.13,6059.49,1682.25,1488.15,6580.46
2017-06-28 11:00:00,9726.92,5971.54,1580.28,1449.24,6518.07
2017-06-28 11:30:00,9608.12,5967.83,1511.61,1426.12,6280.4
2017-06-28 12:00:00,9572.0,5970.65,1493.74,1414.06,6277.26
2017-06-28 12:30:00,9613.59,5997.99,1493.1,1391.51,6193.18
2017-06-28 13:00:00,9704.58,6041.09,1520.99,1361.74,6144.03
2017-06-28 13:30:00,9727.75,6092.89,1533.13,1353.62,6212.04
2017-06-28 14:00:00,9690.84,6164.08,1568.32,1349.98,6183.58
2017-06-28 14:30:00,9672.25,6276.18,1566.34,1374.75,6139.72
2017-06-28 15:00:00,9651.98,6277.9,1646.35,1386.57,6137.38
2017-06-28 15:30:00,9668.76,6374.0,1671.45,1395.07,6153.94
2017-06-28 16:00:00,9863.84,6470.0,1686.34,1417.38,6198.84
2017-06-28 16:30:00,10166.5,6611.62,1745.58,1452.29,6315.83
2017-06-28 17:00:00,10544.56,6776.68,1814.9,1508.26,6515.23
2017-06-28 17:30:00,11098.74,6984.35,1897.61,1575.58,6778.79
2017-06-28 18:00:00,11454.98,7114.71,2008.53,1606.38,7101.16
2017-06-28 18:30:00,11468.72,7101.99,2120.13,1599.93,7094.86
2017-06-28 19:00:00,11396.24,7081.22,2100.19,1582.55,7019.05
2017-06-28 19:30:00,11084.58,6961.49,2061.93,1557.65,6829.58
2017-06-28 20:00:00,10928.65,6885.37,2076.6,1536.09,6704.25
2017-06-28 20:30:00,10702.02,6852.84,2034.54,1522.05,6542.07
2017-06-28 21:00:00,10459.88,6632.95,1930.44,1453.06,6347.48
2017-06-28 21:30:00,10159.99,6496.73,1872.97,1445.17,6147.36
2017-06-28 22:00:00,9795.5,6262.87,1789.51,1386.51,5926.01
2017-06-28 22:30:00,9603.78,6185.79,1646.03,1342.61,5619.34
2017-06-28 23:00:00,9207.18,6104.77,1543.0,1285.94,5439.6
2017-06-28 23:30:00,9017.79,5925.81,1477.38,1234.68,5597.84
2017-06-29 00:00:00,8813.26,5602.3,1640.19,1202.28,5546.26
2017-06-29 00:30:00,8608.37,5421.81,1538.39,1187.95,5332.5
2017-06-29 01:00:00,8399.07,5282.07,1428.29,1159.04,5147.67
2017-06-29 01:30:00,8216.49,5165.08,1312.09,1149.23,4935.73
2017-06-29 02:00:00,8002.92,5090.25,1254.01,1137.19,4732.61
2017-06-29 02:30:00,7633.08,5027.01,1201.41,1109.78,4550.92
2017-06-29 03:00:00,7343.17,5000.88,1111.78,1089.86,4433.52
2017-06-29 03:30:00,7144.05,4981.4,1077.03,1106.46,4346.51
2017-06-29 04:00:00,7041.76,5046.64,1025.62,1123.56,4312.59
2017-06-29 04:30:00,7057.21,5111.43,1026.99,1119.31,4317.32
2017-06-29 05:00:00,7165.62,5198.69,1048.49,1127.85,4349.05
2017-06-29 05:30:00,7523.39,5424.97,1061.52,1158.88,4462.04
2017-06-29 06:00:00,8015.28,5650.98,1141.64,1187.92,4723.42
2017-06-29 06:30:00,8767.83,5983.66,1213.28,1285.16,5151.21
2017-06-29 07:00:00,9528.98,6275.08,1308.89,1346.42,5694.15
2017-06-29 07:30:00,10047.95,6525.16,1495.69,1450.81,6052.32
2017-06-29 08:00:00,10424.84,6502.5,1702.53,1499.37,6420.04
2017-06-29 08:30:00,10548.57,6446.21,1771.89,1512.14,6522.52
2017-06-29 09:00:00,10390.3,6358.33,1787.34,1494.78,6471.12
2017-06-29 09:30:00,10298.88,6305.21,1741.67,1453.4,6487.18
2017-06-29 10:00:00,10082.22,6152.89,1676.26,1420.41,6412.48
2017-06-29 10:30:00,9909.16,6046.74,1654.73,1383.78,6280.13
2017-06-29 11:00:00,9832.59,5999.89,1556.91,1378.46,6254.76
2017-06-29 11:30:00,9582.13,5935.9,1517.59,1368.36,6184.33
2017-06-29 12:00:00,9447.43,5917.08,1457.79,1357.66,6085.93
2017-06-29 12:30:00,9329.36,5918.96,1469.43,1348.89,6031.3
2017-06-29 13:00:00,9151.65,5919.45,1482.44,1343.3,6009.09
2017-06-29 13:30:00,9020.91,5965.32,1444.07,1317.86,5990.79
2017-06-29 14:00:00,8947.26,6054.57,1471.64,1322.44,5902.42
2017-06-29 14:30:00,8885.32,6171.62,1509.65,1317.36,5831.54
2017-06-29 15:00:00,8879.73,6228.58,1494.71,1297.74,5866.57
2017-06-29 15:30:00,8904.0,6333.17,1479.72,1292.87,5935.72
2017-06-29 16:00:00,9135.47,6430.12,1456.78,1310.56,6061.03
2017-06-29 16:30:00,9424.56,6580.9,1519.09,1344.41,6260.39
2017-06-29 17:00:00,9909.87,6793.44,1608.79,1408.13,6509.09
2017-06-29 17:30:00,10596.49,6980.72,1750.54,1484.93,6695.38
2017-06-29 18:00:00,11215.69,7161.33,1921.44,1522.94,6901.79
2017-06-29 18:30:00,11285.48,7134.39,2064.13,1522.77,6902.17
2017-06-29 19:00:00,11191.88,7126.5,2114.45,1506.49,6749.47
2017-06-29 19:30:00,10980.51,7031.01,2123.78,1499.61,6615.95
2017-06-29 20:00:00,10820.22,6925.88,2070.43,1473.06,6482.04
2017-06-29 20:30:00,10700.81,6839.61,2045.04,1455.36,6297.63
2017-06-29 21:00:00,10444.8,6668.52,2002.42,1448.98,6169.72
2017-06-29 21:30:00,10143.65,6503.0,1941.9,1412.45,5919.23
2017-06-29 22:00:00,9825.04,6286.31,1872.56,1355.31,5737.25
2017-06-29 22:30:00,9713.4,6208.06,1769.98,1291.15,5475.04
2017-06-29 23:00:00,9372.67,6149.75,1675.66,1235.96,5262.61
2017-06-29 23:30:00,9132.9,5934.25,1600.74,1205.56,5435.59
2017-06-30 00:00:00,8849.95,5625.39,1776.64,1173.67,5473.59
2017-06-30 00:30:00,8650.38,5456.66,1671.55,1149.18,5191.26
2017-06-30 01:00:00,8420.3,5297.58,1589.37,1122.22,4963.13
2017-06-30 01:30:00,8176.72,5180.1,1482.16,1111.58,4798.25
2017-06-30 02:00:00,7973.52,5064.32,1415.17,1131.05,4556.33
2017-06-30 02:30:00,7600.77,5043.17,1379.08,1093.62,4460.26
2017-06-30 03:00:00,7335.63,4984.27,1334.57,1109.45,4361.4
2017-06-30 03:30:00,7179.43,4995.27,1293.63,1113.11,4271.93
2017-06-30 04:00:00,7058.0,5017.41,1255.44,1128.21,4252.23
2017-06-30 04:30:00,7067.39,5056.15,1253.83,1128.46,4270.1
2017-06-30 05:00:00,7199.2,5187.34,1261.45,1139.79,4336.15
2017-06-30 05:30:00,7617.75,5404.05,1285.06,1183.69,4518.21
2017-06-30 06:00:00,8020.23,5662.66,1347.51,1231.04,4792.71
2017-06-30 06:30:00,8891.03,5955.66,1429.34,1322.1,5278.8
2017-06-30 07:00:00,9704.27,6145.91,1572.27,1433.73,5772.72
2017-06-30 07:30:00,10223.95,6445.28,1730.45,1537.51,6100.13
2017-06-30 08:00:00,10566.41,6487.78,1873.47,1633.0,6532.38
2017-06-30 08:30:00,10596.01,6497.88,1981.41,1640.16,6712.83
2017-06-30 09:00:00,10359.11,6420.29,1984.18,1605.65,6682.52
2017-06-30 09:30:00,10122.54,6285.82,1888.65,1572.57,6722.81
2017-06-30 10:00:00,9825.79,6065.83,1806.27,1551.51,6604.72
2017-06-30 10:30:00,9623.92,5939.04,1679.52,1501.63,6416.31
2017-06-30 11:00:00,9382.08,5867.03,1582.73,1452.99,6222.75
2017-06-30 11:30:00,9151.92,5792.64,1478.25,1424.53,6090.66
2017-06-30 12:00:00,8939.34,5759.87,1432.46,1386.34,6035.8
2017-06-30 12:30:00,8821.81,5772.35,1403.63,1372.33,5968.22
2017-06-30 13:00:00,8679.12,5782.94,1400.91,1359.49,5879.9
2017-06-30 13:30:00,8591.45,5794.18,1371.68,1345.73,5942.19
2017-06-30 14:00:00,8533.5,5856.11,1362.99,1339.17,5969.11
2017-06-30 14:30:00,8507.42,5911.3,1354.2,1341.24,5825.51
2017-06-30 15:00:00,8516.68,5995.66,1375.4,1339.35,5864.71
2017-06-30 15:30:00,8664.43,6072.81,1401.71,1340.07,5927.45
2017-06-30 16:00:00,8949.82,6205.65,1422.92,1354.45,6027.29
2017-06-30 16:30:00,9329.67,6421.44,1488.04,1413.2,6121.9
2017-06-30 17:00:00,9991.01,6661.78,1584.78,1487.07,6331.32
2017-06-30 17:30:00,10755.06,6881.92,1735.05,1554.2,6677.17
2017-06-30 18:00:00,11345.58,6984.47,1908.02,1594.03,6945.46
2017-06-30 18:30:00,11413.92,6977.95,2077.77,1607.34,6981.36
2017-06-30 19:00:00,11399.41,7000.84,2097.11,1593.9,6873.86
2017-06-30 19:30:00,11155.1,6882.8,2099.39,1572.71,6727.76
2017-06-30 20:00:00,11041.48,6819.08,2043.25,1561.01,6630.69
2017-06-30 20:30:00,10921.29,6768.6,1999.73,1550.78,6498.01
2017-06-30 21:00:00,10758.48,6597.45,1941.06,1522.33,6382.05
2017-06-30 21:30:00,10530.05,6464.41,1892.15,1496.49,6195.05
2017-06-30 22:00:00,10234.51,6330.45,1820.52,1440.01,5981.25
2017-06-30 22:30:00,10101.01,6232.2,1720.45,1407.56,5805.33
2017-06-30 23:00:00,9721.39,6172.7,1632.4,1357.44,5671.83
2017-06-30 23:30:00,9518.23,6009.25,1546.85,1314.25,5906.15
2017-07-01 00:00:00,9372.44,5695.22,1713.66,1283.71,5825.5
